assertion_id,passage,source_id,evidence_level,certainty,note
"asrt-3390","1CH 8:32","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3391","1CH 8:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3391","1CH 8:29","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3391","1CH 8:30","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3392","1CH 8:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3392","1CH 8:29","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3392","1CH 8:31","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3393","1CH 8:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3393","1CH 8:29","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3393","1CH 8:30","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3394","NUM 26:31","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3394","NUM 26:31","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3394","NUM 26:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3395","NUM 26:31","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3395","NUM 26:31","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3395","NUM 26:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3396","1CH 2:16","source:0002","modern_reference","0.86","Deterministic OT relation resolver evidence"
"asrt-3396","2SA 17:25","source:0002","modern_reference","0.86","Deterministic OT relation resolver evidence"
"asrt-3396","1CH 2:16","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3396","2SA 17:25","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3396","1CH 2:16","source:0002","modern_reference","0.78","Shared accepted mention passage for OT relationship review."
"asrt-3396","2SA 17:25","source:0002","modern_reference","0.78","Shared accepted mention passage for OT relationship review."
"asrt-3397","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3397","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3397","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3398","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3398","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3398","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3399","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3399","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3399","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3400","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3400","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3400","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3401","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3401","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3401","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3402","1CH 5:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3402","1CH 5:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3402","1CH 5:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3403","1CH 8:4","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3403","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3403","1CH 8:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3404","1CH 8:3","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3404","1CH 8:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3405","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3405","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3405","1CH 1:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3406","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3406","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3406","1CH 1:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3407","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3407","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3407","1CH 1:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3408","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3408","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3408","1CH 1:23","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3409","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3409","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3409","1CH 1:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3410","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3410","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3410","1CH 1:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3411","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3411","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3411","1CH 1:23","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3412","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3412","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3412","1CH 1:23","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3413","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3413","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3413","1CH 1:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3414","1CH 1:22","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3414","1CH 1:22","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3414","1CH 1:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3415","JDG 8:20","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3415","JDG 8:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3416","1CH 27:18","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3416","1CH 27:18","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3417","1CH 2:14","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3417","1CH 2:14","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3418","1CH 2:15","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3418","1CH 2:15","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3419","1CH 2:14","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3419","1CH 2:14","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3420","1CH 2:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3420","1CH 2:13","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3420","1CH 11:39","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3421","1CH 8:3","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3421","1CH 8:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3421","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3422","NUM 26:40","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3422","NUM 26:40","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3422","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3423","1CH 7:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3423","1CH 7:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3423","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3424","1CH 8:3","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3424","1CH 8:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3424","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3425","1CH 7:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3425","1CH 7:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3425","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3426","1CH 7:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3426","1CH 7:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3426","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3427","1CH 7:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3427","1CH 7:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3427","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3428","1CH 7:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3428","1CH 7:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3428","1CH 8:4","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3429","1CH 8:10","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3429","1CH 8:10","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3429","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3430","1CH 8:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3430","1CH 8:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3430","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3431","1CH 8:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3431","1CH 8:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3431","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3432","1CH 8:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3432","1CH 8:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3432","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3433","1CH 8:10","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3433","1CH 8:10","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3433","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3434","1CH 8:10","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3434","1CH 8:10","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3434","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3435","1CH 8:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3435","1CH 8:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3435","1CH 8:11","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3436","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3436","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3436","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3437","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3437","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3437","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3438","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3438","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3438","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3439","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3439","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3439","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3440","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3440","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3440","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3441","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3441","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3441","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3442","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3442","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3442","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3443","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3443","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3443","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3444","2CH 11:18","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3444","2CH 11:18","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3444","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3445","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3445","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3445","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3446","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3446","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3446","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3447","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3447","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3447","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3448","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3448","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3448","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3449","1CH 3:2","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3449","1CH 3:2","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3449","2SA 3:3","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3450","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3450","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3451","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3451","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3452","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3452","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3453","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3453","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3454","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3454","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3455","1CH 2:47","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3455","1CH 2:47","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3456","1CH 4:13","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3456","1CH 4:13","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3456","JOS 15:16","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3457","1CH 4:14","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3457","1CH 4:14","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3458","GEN 4:21","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3458","GEN 4:21","source:0002","modern_reference","0.72","STEP TIPNR parent field; requires editorial confirmation against the cited passage."
"asrt-3459","1CH 8:20","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3459","1CH 8:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3459","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3460","1CH 8:20","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3460","1CH 8:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3460","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3461","1CH 8:19","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3461","1CH 8:19","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3461","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3462","1CH 8:19","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3462","1CH 8:19","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3462","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3463","1CH 8:19","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3463","1CH 8:19","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3463","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3464","1CH 8:20","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3464","1CH 8:20","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3464","1CH 8:21","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3465","EST 9:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3465","EST 9:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3465","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3466","EST 9:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3466","EST 9:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3466","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3467","EST 9:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3467","EST 9:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3467","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3468","EST 9:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3468","EST 9:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3468","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3469","EST 9:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3469","EST 9:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3469","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3470","EST 9:7","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3470","EST 9:7","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3470","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3471","EST 9:9","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3471","EST 9:9","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3471","EST 9:8","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3472","1CH 1:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3472","1CH 1:29","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3472","1CH 1:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3473","1CH 1:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3473","1CH 1:29","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3473","1CH 1:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3474","1CH 1:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3474","1CH 1:29","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3474","1CH 1:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3475","1CH 1:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3475","1CH 1:29","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3475","1CH 1:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3476","1CH 1:29","source:0002","modern_reference","0.66","Deterministic OT relation resolver evidence"
"asrt-3476","1CH 1:29","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
"asrt-3476","1CH 1:30","source:0002","modern_reference","0.72","STEP TIPNR sibling field; requires editorial confirmation against the cited passage."
